// This file is almost automatically generated by the tools in
// build-tools/enumification-helpers. See README.md there for details.
//
// Each line represents: [API], [C#NS], [C#type], [Java], [value]
//	API - Platform Name (API Level) Since.
//	C#NS - C# namespace.
//	C#type - C# type. Dotted for nested types.
//  java - Java constant, in JNI-ish specification: Package/Type.Field, where
//			- package names are split by '/' and
//			- nested type names are split by '$'.
//  value - constant integer value
//
// First couple of lines were manually edited mappings (historical, and/or
// cannot be generated by tool for various reasons). The rest are autogenerated.

// this cannot be automatically generated, too exceptional...
21,Android.App.Job.NetworkType,Any,android/app/job/JobInfo.NETWORK_TYPE_ANY,1
28,Android.App.Job.NetworkType,Cellular,android/app/job/JobInfo.NETWORK_TYPE_CELLULAR,4
26,Android.App.Job.NetworkType,Metered,android/app/job/JobInfo.NETWORK_TYPE_METERED,4
21,Android.App.Job.NetworkType,None,android/app/job/JobInfo.NETWORK_TYPE_NONE,0
24,Android.App.Job.NetworkType,NotRoaming,android/app/job/JobInfo.NETWORK_TYPE_NOT_ROAMING,3
21,Android.App.Job.NetworkType,Unmetered,android/app/job/JobInfo.NETWORK_TYPE_UNMETERED,2
21,Android.App.Usage.UsageEventType,ConfigurationChange,android/app/usage/UsageEvents.Event.CONFIGURATION_CHANGE,5
28,Android.App.Usage.UsageEventType,KeyguardHidden,android/app/usage/UsageEvents.Event.KEYGUARD_HIDDEN,18
28,Android.App.Usage.UsageEventType,KeyguardShown,android/app/usage/UsageEvents.Event.KEYGUARD_SHOWN,17
21,Android.App.Usage.UsageEventType,MoveToBackground,android/app/usage/UsageEvents.Event.MOVE_TO_BACKGROUND,2
21,Android.App.Usage.UsageEventType,MoveToForeground,android/app/usage/UsageEvents.Event.MOVE_TO_FOREGROUND,1
21,Android.App.Usage.UsageEventType,None,android/app/usage/UsageEvents.Event.NONE,0
28,Android.App.Usage.UsageEventType,ScreenInteractive,android/app/usage/UsageEvents.Event.SCREEN_INTERACTIVE,15
28,Android.App.Usage.UsageEventType,ScreenNonInteractive,android/app/usage/UsageEvents.Event.SCREEN_NON_INTERACTIVE,16
25,Android.App.Usage.UsageEventType,ShortcutInvocation,android/app/usage/UsageEvents.Event.SHORTCUT_INVOCATION,8
28,Android.App.Usage.UsageEventType,StandbyBucketChanged,android/app/usage/UsageEvents.Event.STANDBY_BUCKET_CHANGED,11
23,Android.App.Usage.UsageEventType,UserInteraction,android/app/usage/UsageEvents.Event.USER_INTERACTION,7
21,Android.App.Usage.UsageStatsInterval,Best,android/app/usage/UsageStatsManager.INTERVAL_BEST,4
21,Android.App.Usage.UsageStatsInterval,Daily,android/app/usage/UsageStatsManager.INTERVAL_DAILY,0
21,Android.App.Usage.UsageStatsInterval,Monthly,android/app/usage/UsageStatsManager.INTERVAL_MONTHLY,2
21,Android.App.Usage.UsageStatsInterval,Weekly,android/app/usage/UsageStatsManager.INTERVAL_WEEKLY,1
21,Android.App.Usage.UsageStatsInterval,Yearly,android/app/usage/UsageStatsManager.INTERVAL_YEARLY,3
26,Android.App.Usage.MeteredStates,All,android/app/usage/NetworkStats.Bucket.METERED_ALL,-1
26,Android.App.Usage.MeteredStates,No,android/app/usage/NetworkStats.Bucket.METERED_NO,1
26,Android.App.Usage.MeteredStates,Yes,android/app/usage/NetworkStats.Bucket.METERED_YES,2
15,Android.Appwidget.ResizeMode,Both,android/appwidget/AppWidgetProviderInfo.RESIZE_BOTH,3
15,Android.Appwidget.ResizeMode,Horizontal,android/appwidget/AppWidgetProviderInfo.RESIZE_HORIZONTAL,1
15,Android.Appwidget.ResizeMode,None,android/appwidget/AppWidgetProviderInfo.RESIZE_NONE,0
15,Android.Appwidget.ResizeMode,Vertical,android/appwidget/AppWidgetProviderInfo.RESIZE_VERTICAL,2
15,Android.Bluetooth.State,Connected,android/bluetooth/BluetoothAdapter.STATE_CONNECTED,2
15,Android.Bluetooth.State,Connecting,android/bluetooth/BluetoothAdapter.STATE_CONNECTING,1
15,Android.Bluetooth.State,Disconnected,android/bluetooth/BluetoothAdapter.STATE_DISCONNECTED,0
15,Android.Bluetooth.State,Disconnecting,android/bluetooth/BluetoothAdapter.STATE_DISCONNECTING,3
10,Android.Bluetooth.State,Off,android/bluetooth/BluetoothAdapter.STATE_OFF,10
10,Android.Bluetooth.State,On,android/bluetooth/BluetoothAdapter.STATE_ON,12
10,Android.Bluetooth.State,TurningOff,android/bluetooth/BluetoothAdapter.STATE_TURNING_OFF,13
10,Android.Bluetooth.State,TurningOn,android/bluetooth/BluetoothAdapter.STATE_TURNING_ON,11
10,Android.Bluetooth.ScanMode,Connectable,android/bluetooth/BluetoothAdapter.SCAN_MODE_CONNECTABLE,21
10,Android.Bluetooth.ScanMode,ConnectableDiscoverable,android/bluetooth/BluetoothAdapter.SCAN_MODE_CONNECTABLE_DISCOVERABLE,23
10,Android.Bluetooth.ScanMode,None,android/bluetooth/BluetoothAdapter.SCAN_MODE_NONE,20
10,Android.Bluetooth.MajorDeviceClass,AudioVideo,android/bluetooth/BluetoothClass$Device$Major.AUDIO_VIDEO,1024
10,Android.Bluetooth.MajorDeviceClass,Computer,android/bluetooth/BluetoothClass$Device$Major.COMPUTER,256
10,Android.Bluetooth.MajorDeviceClass,Health,android/bluetooth/BluetoothClass$Device$Major.HEALTH,2304
10,Android.Bluetooth.MajorDeviceClass,Imaging,android/bluetooth/BluetoothClass$Device$Major.IMAGING,1536
10,Android.Bluetooth.MajorDeviceClass,Misc,android/bluetooth/BluetoothClass$Device$Major.MISC,0
10,Android.Bluetooth.MajorDeviceClass,Networking,android/bluetooth/BluetoothClass$Device$Major.NETWORKING,768
